,MH63_germfree2,MH63_germfree3,MH63_microbiota1,MH63_microbiota3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Product,funrice,,,,
LOC4346391,251.1409077,358.9268345,55.02146514,17.83098677,170.7300485,-3.087890052,0.511307409,-6.039204593,1.55E-09,1.96E-08,cyclase-like protein 4,-,,,,
LOC107278642,367.0520959,417.8708307,52.72890409,109.5332044,236.7962588,-2.261434454,0.374772699,-6.034149396,1.60E-09,2.02E-08,putative methyltransferase DDB_G0268948,-,,,,
LOC4331946,109.1497022,98.94170803,0,0,52.02285256,-9.163527341,1.519117184,-6.032139876,1.62E-09,2.04E-08,polyol transporter 5,-,,,,
LOC107275628,1047.0644,1214.667352,210.9156164,404.1690335,719.2041004,-1.873903804,0.310965086,-6.026090666,1.68E-09,2.11E-08,tyrosine-sulfated glycopeptide receptor 1,-,,,,
LOC4342667,295.5735298,236.8285565,76.80079509,78.96579856,172.04217,-1.772998725,0.294229202,-6.025910115,1.68E-09,2.12E-08,UDP-glycosyltransferase 91C1,-,,,,
LOC107276509,144.8889852,87.36342305,2.292561048,0,58.63624233,-6.867612594,1.140814851,-6.019918644,1.75E-09,2.19E-08,uncharacterized LOC107276509,-,,,,
LOC4326066,86.93339113,93.67885122,5.731402619,9.340040689,48.92092141,-3.553734914,0.590491991,-6.018260987,1.76E-09,2.21E-08,amino-acid permease BAT1 homolog,-,,,,
LOC4342862,5925.959495,5433.373371,157.0404318,453.4165207,2992.447455,-4.216407534,0.700647842,-6.017869864,1.77E-09,2.21E-08,metal transporter Nramp1-like%2C transcript variant X1,OsNRAMP1,,,,
LOC4340338,565.0670423,378.9256903,116.9206134,52.6438657,278.3893029,-2.488363791,0.414562141,-6.002390338,1.94E-09,2.42E-08,hydroxycinnamoyltransferase 4-like,-,,,,
LOC4330133,746.6612371,837.8468042,364.5172066,275.106653,556.0329752,-1.312464502,0.218801939,-5.998413487,1.99E-09,2.48E-08,vacuolar-processing enzyme beta-isozyme 1-like,OsVPE3|REP-2,,,,
LOC4330938,149.7186181,162.0959898,34.38841571,21.2273652,91.85759718,-2.505680546,0.417941188,-5.995294594,2.03E-09,2.52E-08,pectinesterase,-,,,,
LOC4325712,277.220925,231.5656996,60.75286776,78.11670395,161.9140491,-1.866468681,0.311486344,-5.992136462,2.07E-09,2.57E-08,probable glutathione S-transferase GSTF1,-,,,,
LOC9272299,116.8771147,61.049139,3.438841571,2.547283824,45.97809478,-4.917123339,0.821368256,-5.986502771,2.14E-09,2.65E-08,(+)-germacrene D synthase,-,,,,
LOC107276832,93.6948771,108.4148503,11.46280524,12.73641912,56.57723794,-3.055892094,0.511569615,-5.973560599,2.32E-09,2.87E-08,uncharacterized LOC107276832%2C transcript variant X1,-,,,,
LOC4324804,65.68300663,168.4114179,5.731402619,5.943662257,61.44237236,-4.322222473,0.723963699,-5.970219888,2.37E-09,2.92E-08,heme-binding-like protein At3g10130%2C chloroplastic,-,,,,
LOC112935994,242.4475686,111.5725644,20.63304943,19.52917599,98.54558959,-3.142982021,0.526463929,-5.969985494,2.37E-09,2.93E-08,protein NRT1/ PTR FAMILY 5.10-like,-,,,,
LOC4328304,124.6045273,121.0457066,20.63304943,21.2273652,71.87766214,-2.551711001,0.428564989,-5.954081802,2.62E-09,3.21E-08,serrate RNA effector molecule%2C transcript variant X1,-,,,,
LOC4325061,135.2297195,78.94285215,10.31652471,8.490946081,58.24501062,-3.520937773,0.59213609,-5.946163107,2.75E-09,3.37E-08,bZIP transcription factor ABI5 homolog,-,,,,
LOC4329541,84.03561142,72.62742398,1.146280524,4.245473041,40.51369724,-4.774268549,0.803160284,-5.944353376,2.78E-09,3.40E-08,ent-isokaurene C2/C3-hydroxylase-like,-,,,,
LOC4326934,679.0463774,666.2776722,307.2031804,334.5432756,496.7676264,-1.066192518,0.17940822,-5.942829803,2.80E-09,3.43E-08,uncharacterized LOC4326934%2C transcript variant X3,-,,,,
LOC4351882,230.8564498,268.4056973,65.33798986,78.96579856,160.8914839,-1.784418766,0.30035833,-5.940966471,2.83E-09,3.47E-08,uncharacterized LOC4351882,OsKIX_11,,,,
LOC4324430,78.24005201,129.4662775,0,0,51.92658239,-9.15958691,1.542087097,-5.939733839,2.85E-09,3.49E-08,pathogen-related protein,-,,,,
LOC4332705,168.0712228,157.8857043,35.53469624,39.05835197,100.1374938,-2.124035265,0.357677653,-5.938406408,2.88E-09,3.52E-08,WUSCHEL-related homeobox 6-like%2C transcript variant X2,WOX6,,,,
LOC4339226,99.49043651,71.57485262,4.585122095,6.792756865,45.61079202,-3.886399049,0.654958122,-5.933813049,2.96E-09,3.61E-08,scopoletin glucosyltransferase,-,,,,
LOC4346731,127.502307,110.519993,19.4867689,18.68008138,69.04728757,-2.643227723,0.446297953,-5.922562955,3.17E-09,3.85E-08,uncharacterized LOC4346731,-,,,,
LOC4331500,824.9012891,719.9588116,373.6874508,318.410478,559.2395074,-1.16130818,0.196260773,-5.9171691,3.28E-09,3.97E-08,probable acyl-activating enzyme 12%2C peroxisomal,-,,,,
LOC4341958,415.3484243,393.6616894,169.6495175,159.6297863,284.5723544,-1.298629421,0.219534203,-5.915385413,3.31E-09,4.02E-08,protein CHLOROPLAST IMPORT APPARATUS 2,-,,,,
LOC4339179,269.4935125,325.2445509,102.0189666,84.0603662,195.204349,-1.681020629,0.284646641,-5.905640136,3.51E-09,4.25E-08,disease resistance protein RGA2,-,,,,
LOC4327006,1904.807192,1388.341627,739.3509378,683.5211595,1179.005229,-1.211533508,0.205377709,-5.899050651,3.66E-09,4.41E-08,pathogenesis-related genes transcriptional activator PTI5,OsERF922,,,,
LOC4329137,766.945695,841.0045183,405.7833054,393.9798982,601.9283542,-1.007850413,0.171083015,-5.891002167,3.84E-09,4.62E-08,C2 domain-containing protein At1g53590%2C transcript variant X1,-,,,,
LOC4341965,6383.808688,5649.1505,3180.928454,2300.197293,4378.521234,-1.135183569,0.192746834,-5.889505672,3.87E-09,4.65E-08,cadmium/zinc-transporting ATPase HMA2-like,OsHMA2|OsHMA2v,,,,
LOC4344052,1067.348858,851.5302319,445.9031238,422.0000202,696.6955584,-1.145797263,0.194643353,-5.886649855,3.94E-09,4.73E-08,peroxidase 2,-,,,,
LOC4325059,80.17190515,115.7828498,10.31652471,9.340040689,53.90283009,-3.321812557,0.565589218,-5.873189321,4.27E-09,5.11E-08,protein TRANSPARENT TESTA 1,-,,,,
LOC107275342,81.13783172,75.78513807,2.292561048,5.943662257,41.28979827,-4.191442663,0.715015936,-5.862026914,4.57E-09,5.46E-08,probable carboxylesterase 2,-,,,,
LOC4335096,124.6045273,71.57485262,0,0,49.04484497,-9.079294105,1.550800448,-5.854585686,4.78E-09,5.70E-08,cytochrome P450 99A2-like,CYP99A2,,,,
LOC9270444,83.06968485,97.88913667,0,0,45.23970538,-8.961284496,1.531417983,-5.851625484,4.87E-09,5.79E-08,receptor kinase-like protein Xa21,ALEX1,,,,
LOC4331408,87.89931769,119.9931353,13.75536629,7.641851473,57.32241768,-3.309464138,0.565984417,-5.847270775,5.00E-09,5.94E-08,peroxisomal membrane protein 11-1-like%2C transcript variant X2,-,,,,
LOC4330724,560.2374095,583.1245346,272.8147647,263.2193285,419.8490093,-1.09355122,0.187209544,-5.841321952,5.18E-09,6.14E-08,AP2-like ethylene-responsive transcription factor PLT1%2C transcript variant X4,-,,,,
LOC4332950,1898.045706,1957.782733,955.9979568,650.4064698,1365.558217,-1.265398489,0.216919867,-5.833483623,5.43E-09,6.42E-08,glucan endo-1%2C3-beta-glucosidase 1%2C transcript variant X1,-,,,,
LOC4331688,488.7588434,465.236542,212.0618969,210.5754628,344.1581863,-1.174910183,0.201581697,-5.828456652,5.59E-09,6.61E-08,probable serine/threonine-protein kinase PBL16%2C transcript variant X1,-,,,,
LOC4334102,804.6168312,722.0639544,346.1767182,382.9416683,563.949793,-1.064694646,0.182697065,-5.827650524,5.62E-09,6.64E-08,myosin-12%2C transcript variant X1,-,,,,
LOC4349916,551.5440704,532.6011092,140.9925044,218.2173143,360.8387496,-1.586918486,0.272312975,-5.827553711,5.62E-09,6.64E-08,probable alkaline/neutral invertase F%2C transcript variant X2,-,,,,
LOC4344910,141.0252789,130.5188489,28.65701309,25.47283824,81.41849479,-2.332067095,0.400423047,-5.82400816,5.75E-09,6.77E-08,disease resistance protein RGA5-like%2C transcript variant X1,-,,,,
LOC4323892,224.0949638,183.147417,56.16774567,51.7947711,128.8012244,-1.918768869,0.3295019,-5.823240685,5.77E-09,6.80E-08,farnesyl pyrophosphate synthase%2C transcript variant X3,-,,,,
LOC107277789,416.3143508,564.1782501,181.1123228,135.8551373,324.3650152,-1.633491559,0.280528564,-5.822906365,5.78E-09,6.81E-08,senescence associated gene 20,-,,,,
LOC4325736,105.2859959,111.5725644,12.60908576,17.83098677,61.82465821,-2.815663853,0.484614341,-5.81011253,6.24E-09,7.34E-08,cullin-1,OsCUL1-3,,,,
LOC4332160,106.2519225,164.2011325,20.63304943,9.340040689,75.10653627,-3.204196155,0.552590502,-5.798500234,6.69E-09,7.84E-08,lecithin-cholesterol acyltransferase-like 1%2C transcript variant X2,-,,,,
LOC4349571,739.8997511,850.4776605,395.4667807,364.2615869,587.5264448,-1.066832282,0.183991388,-5.798272915,6.70E-09,7.84E-08,probable staphylococcal-like nuclease CAN2,-,,,,
LOC107275888,83.06968485,115.7828498,12.60908576,7.641851473,54.77586798,-3.320959286,0.573027385,-5.795463481,6.81E-09,7.97E-08,SPX domain-containing membrane protein Os09g0521800,OsSPX-MFS4|OSPSS4,,,,
LOC4349433,194.1512402,188.4102738,34.38841571,52.6438657,117.3984489,-2.122267493,0.366510238,-5.790472612,7.02E-09,8.19E-08,chlorophyllide a oxygenase%2C chloroplastic-like,OsCAO1|PGL,,,,
LOC4344890,385.4047007,432.6068298,169.6495175,164.724354,288.0963505,-1.290996453,0.223363313,-5.779805257,7.48E-09,8.71E-08,zinc finger BED domain-containing protein RICESLEEPER 2-like%2C transcript variant X2,-,,,,
LOC4325267,155.5141775,134.7291343,19.4867689,31.4165005,85.2866453,-2.493525718,0.432005938,-5.77197093,7.83E-09,9.10E-08,GDSL esterase/lipase At5g45910,-,,,,
LOC4325832,2271.859288,2113.563295,860.8566734,1166.655992,1603.233812,-1.111302249,0.192564887,-5.771053433,7.88E-09,9.14E-08,glucan endo-1%2C3-beta-glucosidase GV,OsGLN1,,,,
LOC4347750,590.1811331,579.9668205,259.0593984,286.9939775,429.0503324,-1.097449518,0.190188419,-5.770327781,7.91E-09,9.17E-08,mucin-5AC%2C transcript variant X1,-,,,,
LOC4344636,130.4000867,201.0411302,0,0.849094608,83.07257786,-8.402870613,1.458377675,-5.76179323,8.32E-09,9.62E-08,tryptophan decarboxylase 1-like,TDC1,,,,
LOC4347382,269.4935125,256.8274123,89.40988086,91.70221768,176.8582558,-1.538455786,0.267164695,-5.758454674,8.49E-09,9.80E-08,disease resistance protein RPM1%2C transcript variant X5,-,,,,
LOC4344083,87.89931769,108.4148503,12.60908576,5.094567649,53.50445535,-3.516799113,0.61099428,-5.755862581,8.62E-09,9.94E-08,probable carboxylesterase 18,-,,,,
LOC4347370,81.13783172,68.41713853,5.731402619,2.547283824,39.45841417,-4.231012427,0.736477908,-5.744927823,9.20E-09,1.06E-07,cellulose synthase-like protein E1%2C transcript variant X1,-,,,,
LOC4350216,73.41041917,93.67885122,0,0,41.7723176,-8.846054279,1.54140002,-5.738973768,9.53E-09,1.09E-07,vignain%2C transcript variant X4,-,,,,
LOC4348529,653.9322866,635.7531027,326.6899493,302.2776805,479.6632548,-1.037656078,0.180874449,-5.736885916,9.64E-09,1.10E-07,putative F-box protein At3g52320,-,,,,
LOC107277353,280.1187047,253.6696983,60.75286776,89.15493385,170.9240512,-1.822388546,0.31773944,-5.73548107,9.72E-09,1.11E-07,basic blue protein,-,,,,
LOC4343121,23261.44361,17109.54749,7834.82738,10094.8858,14575.17607,-1.170839751,0.20429085,-5.731239319,9.97E-09,1.14E-07,aquaporin PIP2-5-like,OsPIP2;5,,,,
LOC4334891,1748.327088,1488.335906,670.5741064,846.5473243,1188.446106,-1.091512293,0.190518611,-5.729163599,1.01E-08,1.15E-07,phosphoglycerate mutase-like protein 1%2C transcript variant X1,-,,,,
LOC4340169,455.9173401,585.2296773,208.6230553,205.4808952,363.812742,-1.329787246,0.23250985,-5.719272737,1.07E-08,1.22E-07,putative lipase YDR444W%2C transcript variant X2,-,,,,
LOC4350424,86.93339113,101.0468508,9.17024419,12.73641912,52.4717263,-3.083235661,0.539115708,-5.719061081,1.07E-08,1.22E-07,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.2,OsRLCK326,,,,
LOC4341782,98.52450994,79.99542352,10.31652471,9.340040689,49.54412472,-3.189273403,0.557687137,-5.718750163,1.07E-08,1.22E-07,glyceraldehyde-3-phosphate dehydrogenase GAPCP1%2C chloroplastic,-,,,,
LOC4326533,184.4919745,248.4068414,45.85122095,59.43662257,134.5466649,-2.031206427,0.355292744,-5.716993838,1.08E-08,1.23E-07,putative disease resistance protein RGA4%2C transcript variant X2,-,,,,
LOC4328499,246.3112749,216.8297006,75.65451457,67.92756865,151.6807647,-1.69345343,0.296743265,-5.706796517,1.15E-08,1.30E-07,gamma-glutamyl peptidase 5,-,,,,
LOC4336814,905.0731943,951.5245113,424.1237938,277.6539369,639.5938591,-1.407764882,0.246756824,-5.705069697,1.16E-08,1.31E-07,E3 ubiquitin-protein ligase PUB23,-,,,,
LOC4345385,813.3101703,854.687946,286.5701309,132.4587589,521.7567515,-1.99918785,0.35058538,-5.702427885,1.18E-08,1.33E-07,pirin-like protein%2C transcript variant X2,-,,,,
LOC4334080,330.3468863,330.5074077,45.85122095,96.79678533,200.8755751,-2.198111183,0.385707319,-5.698909704,1.21E-08,1.36E-07,heat stress transcription factor A-2a-like,-,,,,
LOC4348446,928.2554319,1390.446769,4.585122095,0,580.8218308,-9.051772779,1.589003105,-5.696510443,1.22E-08,1.38E-07,PLAT domain-containing protein 3,-,,,,
LOC9272441,338.0742988,373.6628335,138.6999434,99.34406915,237.4452862,-1.587339654,0.278690697,-5.695703777,1.23E-08,1.38E-07,auxin-responsive protein IAA16-like%2C transcript variant X2,-,,,,
LOC4352887,265.6298062,198.9359874,59.60658724,67.07847404,147.8127137,-1.872021635,0.32885941,-5.692467902,1.25E-08,1.41E-07,elongation of fatty acids protein 3-like,-,,,,
LOC107277025,79.20597858,78.94285215,6.877683143,1.698189216,41.68117577,-4.289029522,0.753529271,-5.691921587,1.26E-08,1.41E-07,uncharacterized LOC107277025%2C transcript variant X1,ALEX1,,,,
LOC4351976,598.8744722,627.3325318,307.2031804,283.5975991,454.2519459,-1.054977643,0.185415959,-5.68978878,1.27E-08,1.42E-07,ruBisCO large subunit-binding protein subunit alpha%2C chloroplastic,OsCPn60alpha1|OsCPn60a1,,,,
LOC4340124,74.37634574,81.04799488,6.877683143,6.792756865,42.27369516,-3.50756331,0.616702488,-5.687610114,1.29E-08,1.44E-07,uncharacterized LOC4340124,-,,,,
LOC112936072,68.58078633,92.62627986,0,0,40.30176655,-8.794228254,1.547615554,-5.682437236,1.33E-08,1.49E-07,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300%2C transcript variant X2,-,,,,
LOC107279772,112.0474819,146.3074193,11.46280524,22.92555442,73.18581522,-2.88149813,0.507282074,-5.680267996,1.34E-08,1.50E-07,uncharacterized LOC107279772,-,,,,
LOC4325971,527.3959062,473.6571129,228.1098242,185.1026246,353.566367,-1.281031117,0.225962637,-5.669216535,1.43E-08,1.60E-07,uncharacterized LOC4325971,-,,,,
LOC4350562,349.6654176,329.4548363,139.8462239,122.2696236,235.3090254,-1.377254127,0.243062906,-5.666245614,1.46E-08,1.62E-07,uncharacterized LOC4350562,-,,,,
LOC9269350,59.88744722,86.31085169,4.585122095,2.547283824,38.33267621,-4.398219094,0.776385057,-5.664997097,1.47E-08,1.63E-07,cycloartenol-C-24-methyltransferase 1-like%2C transcript variant X3,OsSMT1-2,,,,
LOC4337017,562.1692626,718.9062403,281.9850089,240.2937741,450.8385715,-1.29645875,0.229238703,-5.655496789,1.55E-08,1.72E-07,NAC domain-containing protein 21/22,ONAC083,,,,
LOC4342269,1690.371494,2073.565583,927.3409437,663.1428889,1338.605228,-1.24452478,0.220247598,-5.650571405,1.60E-08,1.77E-07,myb family transcription factor EFM,-,,,,
LOC4338776,7625.990255,7277.478397,3041.08223,4193.67827,5534.557288,-1.042069656,0.18472413,-5.641221081,1.69E-08,1.86E-07,probable carboxylesterase 15,HSR203J,,,,
LOC4325290,4633.549747,6170.173324,2502.330383,2797.766734,4025.955047,-1.027053259,0.182293728,-5.634057039,1.76E-08,1.94E-07,ABC transporter B family member 4%2C transcript variant X1,-,,,,
LOC4344637,56.98966752,111.5725644,0,0,42.14055797,-8.858113702,1.574842843,-5.624760427,1.86E-08,2.04E-07,tryptophan decarboxylase 1-like,TDC3,,,,
LOC9267539,228.9245966,191.5679879,37.82725728,60.28571718,129.6513897,-2.086680846,0.371347338,-5.619215848,1.92E-08,2.11E-07,probable protein phosphatase 2C 74,-,,,,
LOC4349105,864.5042784,940.9987977,382.8576949,472.0966021,665.1143433,-1.075444386,0.191445025,-5.617510229,1.94E-08,2.12E-07,cytochrome P450 89A2,-,,,,
LOC112939058,143.9230586,153.6754189,29.80329362,11.88732451,84.82227391,-2.866505316,0.511463914,-5.60451136,2.09E-08,2.28E-07,uncharacterized LOC112939058,-,,,,
LOC4326710,229.8905232,224.1977001,75.65451457,73.87123091,150.9034922,-1.603457924,0.286122429,-5.604097266,2.09E-08,2.28E-07,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,SDRLK-47,,,,
LOC9268921,304.2668689,238.9336992,77.94707562,40.75654119,165.4760462,-2.208641028,0.39428129,-5.60168866,2.12E-08,2.31E-07,BURP domain-containing protein 6,-,,,,
LOC9269206,369.9498756,486.2879693,114.6280524,160.4788809,282.8361945,-1.631534297,0.291453541,-5.597922375,2.17E-08,2.36E-07,short-chain dehydrogenase TIC 32%2C chloroplastic%2C transcript variant X5,-,,,,
LOC4329184,506.1455217,489.4456833,194.867689,235.1992064,356.4145251,-1.207156419,0.215666654,-5.597325294,2.18E-08,2.37E-07,transcription factor NIGT1-like,NIGT1,,,,
LOC4329409,551.5440704,636.805674,256.7668373,283.5975991,432.1785452,-1.134660145,0.20286951,-5.593054115,2.23E-08,2.43E-07,DNA repair protein RAD50%2C transcript variant X1,-,,,,
LOC4333674,297.505383,311.5611232,113.4817719,119.7223397,210.5676544,-1.383296653,0.247380029,-5.591787904,2.25E-08,2.44E-07,disease resistance protein RGA5-like,-,,,,
LOC4344508,441.4284416,321.0342654,119.2131745,136.7042319,254.5950284,-1.572909217,0.281581123,-5.585989567,2.32E-08,2.52E-07,endoglucanase 19-like,-,,,,
LOC4331280,1140.759277,1227.298208,476.8526979,625.7827262,867.6732273,-1.099900792,0.196904421,-5.585962922,2.32E-08,2.52E-07,uncharacterized LOC4331280,-,,,,
LOC4351945,456.8832667,465.236542,215.5007385,205.4808952,335.7753606,-1.132282207,0.20290641,-5.580317595,2.40E-08,2.59E-07,tryptamine 5-hydroxylase-like,OsSL|LLM1|ELL1,,,,
LOC4338881,314.8920612,296.8251241,88.26360033,39.90744658,184.972058,-2.269780712,0.407404402,-5.571321028,2.53E-08,2.73E-07,protein NRT1/ PTR FAMILY 5.10,-,,,,
LOC4338007,275.2890719,248.4068414,96.287564,81.51308238,175.3741399,-1.563666728,0.280749137,-5.569622557,2.55E-08,2.75E-07,NADP-dependent malic enzyme%2C chloroplastic-like,-,,,,
LOC4327757,1904.807192,2436.702703,1086.673937,812.58354,1560.191843,-1.194054664,0.214603539,-5.564002677,2.64E-08,2.84E-07,cation transporter HKT8-like,OsHKT1;5|SKC1|OsHKT8|OsHK1;5,,,,
LOC4340508,308.1305752,283.1416964,110.0429303,76.41851473,194.4334292,-1.674032883,0.300923925,-5.562977027,2.65E-08,2.85E-07,26.2 kDa heat shock protein%2C mitochondrial,-,,,,
LOC4334848,427.9054697,422.0811162,191.4288475,188.499003,307.4786091,-1.162154197,0.208915036,-5.562807821,2.65E-08,2.85E-07,probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL5,OsLOGL5,,,,
LOC9271462,68.58078633,69.46970989,4.585122095,5.094567649,36.93254649,-3.826912652,0.688455557,-5.558692368,2.72E-08,2.92E-07,receptor kinase-like protein Xa21%2C transcript variant X6,-,,,,
LOC4324718,613.3633707,671.540529,279.6924478,323.5050457,472.0253483,-1.088037027,0.195758228,-5.558065362,2.73E-08,2.93E-07,ribose-phosphate pyrophosphokinase 3%2C chloroplastic-like,-,,,,
LOC4342321,142.9571321,151.5702761,30.94957414,37.36016276,90.70928628,-2.100704206,0.37800191,-5.557390455,2.74E-08,2.93E-07,L-type lectin-domain containing receptor kinase IV.1,-,,,,
LOC4338956,698.3649087,582.0719632,294.5940946,296.3340182,467.8412462,-1.115955196,0.200905878,-5.554616951,2.78E-08,2.98E-07,beta-glucosidase BoGH3B%2C transcript variant X1,-,,,,
LOC9266201,91.76302397,67.36456717,4.585122095,0,40.92817831,-5.281323111,0.952290903,-5.545913644,2.92E-08,3.12E-07,cinnamoyl-CoA reductase 1-like,-,,,,
LOC4330848,265.6298062,314.7188373,103.1652471,104.4386368,196.9881319,-1.482165121,0.267309306,-5.544756908,2.94E-08,3.14E-07,uncharacterized LOC4330848%2C transcript variant X1,-,,,,
LOC107277812,117.8430413,116.8354212,12.60908576,22.92555442,67.55327567,-2.698567219,0.486804188,-5.543434678,2.97E-08,3.16E-07,uncharacterized LOC107277812%2C transcript variant X4,-,,,,
LOC4348866,356.4269036,351.5588349,149.0164681,113.7786775,242.695221,-1.436166609,0.259289882,-5.538845543,3.04E-08,3.24E-07,protein NRT1/ PTR FAMILY 5.2,-,,,,
LOC4349650,262.7320265,262.0902691,80.23963666,98.49497454,175.8892267,-1.548123649,0.279896589,-5.531055786,3.18E-08,3.37E-07,NAC domain-containing protein 45-like,ONAC045|OsNAC45,,,,
LOC9271833,517.7366405,489.4456833,171.9420786,230.1046388,352.3072603,-1.319704432,0.238638026,-5.530151488,3.20E-08,3.38E-07,cellulose synthase-like protein D3,-,,,,
LOC4343474,559.2714829,621.0171036,205.1842138,275.106653,415.1448633,-1.292230292,0.233744004,-5.528399742,3.23E-08,3.41E-07,cysteine-rich receptor-like protein kinase 10,Gnk2RLK-5,,,,
LOC4352255,113.0134085,74.73256671,11.46280524,10.1891353,52.34947893,-3.123367962,0.567794903,-5.500873543,3.78E-08,3.97E-07,disease resistance protein Pik-2-like%2C transcript variant X2,-,,,,
LOC112935986,195.1171667,145.254848,43.5586599,30.56740589,103.6245201,-2.211472036,0.402032559,-5.500728704,3.78E-08,3.97E-07,S-norcoclaurine synthase 1-like%2C transcript variant X2,-,,,,
LOC4332758,388.3024804,401.0296889,165.0643954,177.4607731,282.9643345,-1.202470774,0.218943903,-5.492140954,3.97E-08,4.15E-07,valine--tRNA ligase%2C mitochondrial 1%2C transcript variant X2,-,,,,
LOC9266682,127.502307,161.0434184,18.34048838,32.26559511,84.78795222,-2.491025922,0.454684253,-5.478584109,4.29E-08,4.46E-07,cytochrome P450 84A1,OsF5HL,,,,
LOC4349328,463.6447527,368.3999767,160.4792733,168.969827,290.3734574,-1.336146371,0.244323409,-5.468761154,4.53E-08,4.71E-07,U-box domain-containing protein 36,OsPUB67,,,,
LOC4342930,521.6003468,408.3976885,130.6759797,186.8008138,311.8687072,-1.545197456,0.283753742,-5.445557985,5.16E-08,5.33E-07,putative aldehyde oxidase-like protein%2C transcript variant X2,OsAO3,,,,
LOC4345465,350.6313442,359.9794058,152.4553097,150.2897456,253.3389513,-1.231236411,0.22636325,-5.439206285,5.35E-08,5.51E-07,disease resistance protein PIK6-NP-like,-,,,,
LOC4344230,616.2611504,598.913105,312.934583,263.2193285,447.8320417,-1.079963244,0.198561733,-5.438929379,5.36E-08,5.51E-07,DNA polymerase zeta catalytic subunit%2C transcript variant X1,-,,,,
LOC4337701,557.3396298,561.020536,234.9875074,281.0503153,408.5994971,-1.112320482,0.204542651,-5.438085767,5.39E-08,5.54E-07,homeobox protein knotted-1-like 10,OSH71|Oskn2,,,,
LOC4331161,1423.775761,1426.234196,594.9195918,787.9597963,1058.222336,-1.040887119,0.191422651,-5.437638192,5.40E-08,5.55E-07,P-loop NTPase domain-containing protein LPA1-like,OsLpa1,,,,
LOC107280084,102.3882162,51.57599674,1.146280524,4.245473041,39.83899163,-4.759018984,0.876484183,-5.429668986,5.65E-08,5.78E-07,probable carboxylesterase 12,-,,,,
LOC4348461,100.4563631,141.0445625,19.4867689,6.792756865,66.94511284,-3.239176979,0.596925342,-5.426435692,5.75E-08,5.88E-07,probable glutathione S-transferase GSTU6,-,,,,
LOC4340418,626.8863427,554.7051078,261.3519594,172.3662054,403.8274038,-1.45178546,0.267588567,-5.425439048,5.78E-08,5.90E-07,uncharacterized LOC4340418,ALEX1,,,,
LOC4325092,909.9028271,796.7965211,380.5651339,234.3501118,580.4036485,-1.477430551,0.272362617,-5.424498302,5.81E-08,5.93E-07,amino acid permease 8,OsAAP5,,,,
LOC4326127,56.98966752,69.46970989,3.438841571,3.396378432,33.32364935,-4.209812864,0.777413986,-5.415149378,6.12E-08,6.23E-07,rust resistance kinase Lr10,ALEX1,,,,
LOC4349704,7564.170955,5963.869337,2748.780696,3649.408626,4981.557403,-1.079783199,0.199438961,-5.414103611,6.16E-08,6.26E-07,protein ZINC INDUCED FACILITATOR-LIKE 1,-,,,,
LOC4349061,61.81930036,74.73256671,0,2.547283824,34.77478772,-5.578827275,1.030794193,-5.41216405,6.23E-08,6.32E-07,non-specific lipid-transfer protein 2P,-,,,,
LOC4341095,165.1734431,173.6742747,37.82725728,14.43460834,97.77739587,-2.723984994,0.503782323,-5.40706744,6.41E-08,6.49E-07,protein DETOXIFICATION 16%2C transcript variant X1,-,,,,
LOC4344470,635.5796818,615.7542468,294.5940946,328.5996133,468.6319091,-1.003660781,0.185853856,-5.400268809,6.65E-08,6.72E-07,probable adenylate kinase 2%2C chloroplastic,OsAK1,,,,
LOC4329723,127.502307,38.9451404,0,0,41.61186185,-8.842462866,1.638350362,-5.397174543,6.77E-08,6.82E-07,ent-cassadiene C11-alpha-hydroxylase 1-like,CYP76M7,,,,
LOC4345564,90.7970974,74.73256671,6.877683143,11.03822991,45.86139429,-3.183392762,0.590242702,-5.393362347,6.92E-08,6.96E-07,uncharacterized LOC4345564,-,,,,
LOC4336376,73.41041917,71.57485262,1.146280524,0.849094608,36.74516173,-6.211798133,1.152770185,-5.38858327,7.10E-08,7.14E-07,peroxygenase-like,EFA27|OsClo5,,,,
LOC4349997,562.1692626,542.0742515,259.0593984,281.0503153,411.0883069,-1.030113779,0.191188016,-5.387962061,7.13E-08,7.16E-07,B3 domain-containing protein Os11g0197600-like,-,,,,
LOC4342810,712.8538072,672.5931003,269.3759231,351.5251678,501.5869996,-1.154075153,0.214337107,-5.384392687,7.27E-08,7.30E-07,DIMBOA UDP-glucosyltransferase BX9,-,,,,
LOC107277760,821.0375829,469.4468275,208.6230553,195.2917599,423.5998064,-1.677100372,0.311665676,-5.381087818,7.40E-08,7.42E-07,glycine-rich cell wall structural protein%2C transcript variant X1,-,,,,
LOC4325415,159.3778837,143.1497052,16.04792733,34.81287893,88.34709881,-2.548196427,0.473579417,-5.38071617,7.42E-08,7.43E-07,disease resistance protein SUMM2,-,,,,
LOC4336683,75.34227231,94.73142258,0,6.792756865,44.21661294,-4.527505065,0.842937429,-5.371104555,7.83E-08,7.83E-07,putative cis-zeatin O-glucosyltransferase,cZOGT3,,,,
