"XM_015766610.2","LOC4326813"
"XR_003239264.1","LOC112936849"
"XM_015760895.2","LOC9267899"
"XM_015760075.2","LOC4351172"
"XR_001540907.1","LOC107279243"
"XR_001540906.2","LOC4351173"
"XM_015759603.2","LOC4351174"
"XM_015759604.2","LOC4351174"
"XM_015762373.2","LOC9272295"
"XM_015760896.2","LOC4351177"
"XR_003239397.1","LOC4351178"
"XR_003239396.1","LOC4351178"
"XR_001541577.2","LOC4351178"
"XR_001541575.2","LOC4351178"
"XR_001541578.2","LOC4351178"
"XR_003239394.1","LOC4351178"
"XR_001541573.2","LOC4351178"
"XR_003239395.1","LOC4351178"
"XR_001541576.2","LOC4351178"
"XM_026021446.1","LOC4351178"
"XM_015760041.1","LOC4351179"
"XR_001541041.2","LOC107279264"
"XR_001541040.2","LOC107279264"
"XR_001541632.2","LOC9271727"
"XR_001541633.2","LOC9271727"
"XR_001541630.2","LOC9271727"
"XR_001541631.2","LOC9271727"
"XR_003239259.1","LOC112936844"
"XR_001541322.2","LOC107277388"
"XM_026021119.1","LOC9271586"
"XM_026021724.1","LOC112937015"
"XR_001541318.2","LOC107279458"
"XR_001541658.2","LOC4351183"
"XM_015762473.2","LOC4351184"
"XM_026021539.1","LOC4351184"
"XM_015762245.2","LOC4351185"
"XM_015762246.2","LOC4351186"
"XM_015762247.2","LOC4351187"
"XM_015762249.2","LOC4351188"
"XM_015760211.2","LOC4351190"
"XM_015760212.2","LOC4351191"
"XM_015760432.2","LOC4351192"
"XM_015759667.2","LOC4351194"
"XM_015759666.2","LOC4351195"
"XM_015760162.2","LOC4351197"
"XM_015761046.2","LOC4351198"
"XM_015760897.2","LOC9269083"
"XM_015761043.2","LOC4351199"
"XM_015759818.2","LOC4351201"
"XM_015761131.2","LOC4351203"
"XM_015759619.2","LOC4351204"
"XM_015759618.2","LOC107278088"
"XM_015759617.1","LOC4351205"
"XM_015761008.2","LOC4351207"
"XM_026021725.1","LOC112937016"
"XM_026021169.1","LOC112936841"
"XM_015761009.2","LOC4351208"
"XR_003239748.1","LOC112937233"
"XR_003239749.1","LOC112937234"
"XR_003239765.1","LOC112937250"
"XR_003239747.1","LOC112937232"
"XR_003239751.1","LOC112937236"
"XR_003239766.1","LOC112937251"
"XM_015760329.2","LOC4351209"
"XM_026021078.1","LOC112936807"
"XM_026021726.1","LOC4351210"
"XM_015760057.2","LOC4351211"
"unassigned_transcript_563","TRNAK-CUU_16"
"XM_015761751.1","LOC4351213"
"XM_015762081.2","LOC4351214"
"XM_015759679.2","LOC4351215"
"XM_015759681.2","LOC4351215"
"XM_015759680.2","LOC4351215"
"XM_015759773.2","LOC4351216"
"XM_015762414.2","LOC4351217"
"XM_015760343.2","LOC107279284"
"XM_015761440.2","LOC4351219"
"XM_015760900.2","LOC4351220"
"XR_003239550.1","LOC4351221"
"XR_001541385.2","LOC4351221"
"XR_001541386.2","LOC4351221"
"XM_015761442.2","LOC4351221"
"XM_015761441.2","LOC4351221"
"XM_015760901.1","LOC4351222"
"XM_015760902.1","LOC107277874"
"XM_015760906.2","LOC4351223"
"XM_015760907.2","LOC4351223"
"XM_026021587.1","LOC107276447"
"XR_001541378.1","LOC4351224"
"XM_015761411.1","LOC4351224"
"XR_001541380.2","LOC107279509"
"XR_001541379.2","LOC107279508"
"XM_015760341.2","LOC9271775"
"XM_015760904.1","LOC4351226"
"XM_015761309.2","LOC4351227"
"XM_015761308.2","LOC4351228"
"XM_026021114.1","LOC9267710"
"XM_026021113.1","LOC9267710"
"XM_026021112.1","LOC9269875"
"XM_015761310.2","LOC9269875"
"XM_015760014.2","LOC4351232"
"XM_015761589.2","LOC4351234"
"XM_026021732.1","LOC4351234"
"XM_026021730.1","LOC4351234"
"XM_026021731.1","LOC4351234"
"XM_026021727.1","LOC4351234"
"XM_015761590.2","LOC4351234"
"XM_026021728.1","LOC4351234"
"XM_015761592.2","LOC4351234"
"XM_026021733.1","LOC4351234"
"XM_026021729.1","LOC4351234"
"XM_015760458.2","LOC4351235"
"XM_015764962.2","LOC4351236"
"XM_015764964.2","LOC4351236"
"XM_015763617.2","LOC107275658"
"XM_015762848.2","LOC4351238"
"XM_015763611.2","LOC107276205"
"XM_026021852.1","LOC9271052"
"XM_026021854.1","LOC9271052"
"XM_026021853.1","LOC9271052"
"XM_015764411.1","LOC9271052"
"XM_015764408.2","LOC9271052"
"XM_015764413.2","LOC9271052"
"XM_015764412.2","LOC9271052"
"XM_015764120.2","LOC107275468"
"XR_001542225.2","LOC4351240"
"XM_026021913.1","LOC4351240"
"XM_015764727.1","LOC4351240"
"XM_015764297.1","LOC4351241"
"XM_015764298.1","LOC4351241"
"XM_015764296.1","LOC4351241"
"XM_026021914.1","LOC4351241"
"XM_015764299.2","LOC4351242"
"XM_015764300.2","LOC4351243"
"XM_015764184.2","LOC4351244"
"XM_015764183.2","LOC4351244"
"XM_015764182.2","LOC4351244"
"XM_015764185.2","LOC4351245"
"XM_015764186.2","LOC4351245"
"XM_026021759.1","LOC4351245"
"XM_015764190.2","LOC4351246"
"XM_015764187.2","LOC4351247"
"XM_015765174.2","LOC4351248"
"XM_015764086.2","LOC107277411"
"XM_015763287.2","LOC9269540"
"XR_003239934.1","LOC107279733"
"XM_015764885.2","LOC4351252"
"XM_015762945.2","LOC4351253"
"XM_015765136.2","LOC4351254"
"XM_015764335.2","LOC4351255"
"XM_015764004.2","LOC4351256"
"XM_026022245.1","LOC107278274"
"XM_015762903.2","LOC9270809"
"XM_015764961.2","LOC9269069"
"XM_026022056.1","LOC9269069"
"XM_015763325.1","LOC4351259"
"XM_015764853.2","LOC4351260"
"XM_015764852.2","LOC4351261"
"XM_015764277.2","LOC4351262"
"XM_015764276.2","LOC4351262"
"XM_026021881.1","LOC4351262"
"XM_015764275.2","LOC4351262"
"XM_015764274.2","LOC4351262"
"unassigned_transcript_564","TRNAP-CGG_6"
"XM_015764278.2","LOC9271171"
"XM_015762679.2","LOC4351264"
"XM_015762595.2","LOC4351265"
"XM_015762596.2","LOC4351265"
"XM_015762597.2","LOC4351265"
"XM_026022179.1","LOC4351265"
"XM_015763148.2","LOC4351267"
"XR_001542068.2","LOC107279755"
"XR_001542066.2","LOC107279755"
"XM_015764156.2","LOC4351270"
"XM_015764155.2","LOC4351270"
"XM_015764157.1","LOC4351271"
"XM_015764160.2","LOC4351273"
"XM_015764162.2","LOC4351273"
"XM_015764161.2","LOC4351273"
"XM_015764158.2","LOC4351274"
"XM_015763171.2","LOC4351275"
"XM_015763172.2","LOC107277363"
"XM_015763542.2","LOC4351276"
"XM_015762697.2","LOC4351277"
"XM_015762699.2","LOC4351277"
"XR_001541735.2","LOC9268659"
"XR_001541736.2","LOC9268659"
"XR_001541732.2","LOC9268659"
"XR_001541733.2","LOC9268659"
"XR_001541734.2","LOC9268659"
"XM_015763618.1","LOC107277331"
"XM_015762624.1","LOC4351279"
"XM_015763417.2","LOC4351280"
"XM_015763418.2","LOC9267437"
"XM_015762816.2","LOC4351283"
"XM_015762815.2","LOC4351284"
"XM_015763104.2","LOC4351285"
"XR_003240076.1","LOC9272303"
"XM_015763261.2","LOC9272303"
"XM_015763446.2","LOC4351287"
"XR_001542363.2","LOC4351288"
"XM_015765340.2","LOC4351288"
"XM_015765339.2","LOC4351288"
"XM_015764590.2","LOC4351289"
"XM_015764591.2","LOC4351289"
"XM_026022208.1","LOC4351290"
"XM_026022209.1","LOC4351290"
"XM_026022207.1","LOC4351290"
"XM_015764452.2","LOC4351292"
"XM_015764451.2","LOC4351293"
"XR_003240077.1","LOC9270843"
"XM_026022073.1","LOC112937424"
"XM_026022074.1","LOC107278420"
"XM_015763976.2","LOC4351294"
"unassigned_transcript_565","TRNAP-CGG_7"
"XM_015763492.2","LOC4351296"
"XM_015763494.2","LOC4351296"
"XM_015763491.2","LOC4351297"
"XM_015763915.2","LOC4351298"
"XM_015763912.2","LOC4351299"
"XM_015763913.2","LOC4351299"
"XR_001541995.2","LOC107278140"
"XM_015763907.2","LOC107275849"
"XM_015763914.2","LOC9267268"
"XM_026022204.1","LOC9267268"
"XM_015763906.2","LOC4351300"
"unassigned_transcript_566","TRNAS-UGA_5"
"XM_015763621.1","LOC107279613"
"XM_015763911.2","LOC9267024"
"XM_015763904.2","LOC4351303"
"XM_015763905.2","LOC4351303"
"XM_015763903.2","LOC4351303"
"XM_015763909.2","LOC107276839"
"XM_015763908.2","LOC4351304"
"XM_015763902.2","LOC4351305"
"XM_015762759.2","LOC4351306"
"XM_015763579.2","LOC107278454"
"XM_026022155.1","LOC107278454"
"XM_015763580.2","LOC107278454"
"XM_015764094.2","LOC107278207"
"XM_015764657.2","LOC4351307"
"XR_001542208.2","LOC107279791"
"XM_015764165.2","LOC107277668"
"XM_015763440.2","LOC4351309"
"XM_015763438.2","LOC4351309"
"XM_015763439.2","LOC4351309"
"XM_015764534.2","LOC4351311"
"XM_015764717.1","LOC4351312"
"XM_015763293.2","LOC4351313"
"XM_026021828.1","LOC4351313"
"XM_015763434.2","LOC4351314"
"XM_015762785.2","LOC4351315"
"XM_015764897.2","LOC4351317"
"XM_015764899.2","LOC4351318"
"XM_015763238.2","LOC4351319"
"XR_001541851.2","LOC107279573"
"XM_015763092.2","LOC4351320"
"XM_015763445.2","LOC107278369"
"XM_015764457.2","LOC4351321"
"XM_015764458.2","LOC4351321"
"XM_015764461.2","LOC107279784"
"XM_015764460.2","LOC4351322"
"XM_015764459.2","LOC4351322"
"XM_015764453.2","LOC4351323"
"XM_026021902.1","LOC4351323"
"XM_015764455.2","LOC107279783"
"XM_015764454.2","LOC107279783"
"XR_001541785.2","LOC4351324"
"XR_001542049.2","LOC107279738"
"XM_015764541.2","LOC9269857"
"XM_015764540.2","LOC9269857"
"XM_015763622.1","LOC107275442"
"XR_003239930.1","LOC107279787"
"XR_001542155.2","LOC107279787"
"XM_015764543.2","LOC107279787"
"XR_001542154.2","LOC4351327"
"XR_003239929.1","LOC4351327"
"XM_015764539.2","LOC4351327"
"XM_015764537.2","LOC4351327"
"XM_015764538.2","LOC4351327"
"XM_015764536.2","LOC4351327"
"XM_015764535.2","LOC4351328"
"XM_015763623.2","LOC107279614"
"XM_015763625.2","LOC107279615"
"XM_026021934.1","LOC112937372"
"XM_015763995.2","LOC107277481"
"XR_001542319.2","LOC4351329"
"XM_015765150.2","LOC4351329"
"XM_015764679.2","LOC4351330"
"XM_015764680.2","LOC4351330"
"XR_001542213.2","LOC107279793"
"XR_001542212.2","LOC107279793"
"XR_003239956.1","LOC107279793"
"XM_015764682.2","LOC4351331"
"XR_001542215.2","LOC107279794"
"XM_015764678.2","LOC9271116"
"XM_015764677.2","LOC4351333"
"XR_003240190.1","LOC112937525"
"XR_003240176.1","LOC112937511"
"XM_015764674.2","LOC4351335"
"XM_015763284.2","LOC4351337"
"XM_026021774.1","LOC4351339"
"XM_026021775.1","LOC4351339"
"XM_026021776.1","LOC4351339"
"XM_015764424.2","LOC4351341"
"XM_015764427.2","LOC4351341"
"XM_015764425.2","LOC4351341"
"XM_015764426.2","LOC4351341"
"XM_015764263.2","LOC4351343"
"XR_001542101.2","LOC4351344"
"XR_003239986.1","LOC4351344"
"XR_003239985.1","LOC4351344"
"XR_003239984.1","LOC4351344"
"XM_026022048.1","LOC4351344"
"XM_015764258.2","LOC4351344"
"XM_015764256.2","LOC4351344"
"XM_015764257.2","LOC4351344"
"XM_015764259.2","LOC4351344"
"XM_015764260.2","LOC4351344"
"XM_015764254.2","LOC4351344"
"XM_015764262.2","LOC4351345"
"XM_015764261.2","LOC4351346"
"unassigned_transcript_567","TRNAL-CAA_15"
"XM_015764264.1","LOC107278414"
"XR_003239853.1","LOC9272283"
"XR_001541903.1","LOC9272283"
"XR_003239854.1","LOC9272283"
"XR_001541904.1","LOC9272283"
"XM_015764955.2","LOC4351350"
"XM_015764954.2","LOC4351350"
"XM_015764951.2","LOC4351349"
"XM_015764952.2","LOC4351349"
"XM_015764953.2","LOC4351349"
"XM_015764947.2","LOC4351349"
"XM_015764948.2","LOC4351349"
"XM_015764949.2","LOC4351349"
"XM_015763444.2","LOC4351351"
"XM_015763288.2","LOC4351352"
"XM_015764882.2","LOC4351353"
"XM_015764879.2","LOC107279804"
"XR_001542252.2","LOC4351354"
"XR_001542253.2","LOC4351354"
"XR_001542248.2","LOC4351354"
"XR_001542251.2","LOC4351354"
"XR_001542246.2","LOC4351354"
"XR_001542249.2","LOC4351354"
"XR_003239970.1","LOC4351354"
"XM_026022013.1","LOC4351354"
"XM_026022011.1","LOC4351354"
"XM_026022012.1","LOC4351354"
"XM_026022010.1","LOC4351354"
"XM_015764883.2","LOC4351354"
"XM_015764881.2","LOC4351355"
"XM_015763626.1","LOC107279616"
"XM_015764847.2","LOC4351356"
"XM_015764846.2","LOC4351357"
"XM_026021919.1","LOC4351359"
"XM_015765269.1","LOC4351359"
"XM_026022039.1","LOC4351360"
"XM_015765115.2","LOC4351360"
"XM_015765113.2","LOC4351361"
"XM_015765114.2","LOC4351362"
"XM_015763559.2","LOC4351363"
"XM_015763266.2","LOC4351364"
"XM_026022272.1","LOC4351364"
"XM_026022268.1","LOC4351364"
"XM_015763265.2","LOC4351364"
"XM_026022271.1","LOC4351364"
"XM_026022270.1","LOC4351364"
"XM_026022269.1","LOC4351364"
"XM_026022267.1","LOC4351364"
"XM_015764571.2","LOC4351365"
"XM_015763627.1","LOC4351366"
"XM_015764570.2","LOC4351367"
"XR_001542159.1","LOC107279788"
"XR_001542157.2","LOC107277964"
"XM_015764572.2","LOC107277964"
"XM_015765046.2","LOC4351369"
"XM_015765044.2","LOC4351370"
"XM_015762587.2","LOC4351371"
"XM_015764516.2","LOC4351372"
"XM_015764517.2","LOC4351372"
"XM_015764518.2","LOC4351372"
"XM_015764519.2","LOC4351372"
"XR_001542147.2","LOC4351373"
"XM_015764514.2","LOC4351373"
"XM_015764515.2","LOC4351373"
"XM_015764513.2","LOC4351373"
"XM_015765218.2","LOC4351374"
"XM_015765161.2","LOC4351376"
"XM_015765162.2","LOC9271472"
"XM_015763689.2","LOC4351377"
"XR_001541942.2","LOC4351378"
"XR_003239837.1","LOC4351378"
"XR_003239838.1","LOC4351378"
"XR_003239839.1","LOC4351378"
"XR_001541943.2","LOC4351378"
"XM_015763529.2","LOC4351379"
"XM_015764058.2","LOC107279732"
"XM_015763938.2","LOC9267002"
"XM_015763354.2","LOC4351380"
"XM_015764924.2","LOC4351381"
"XM_015764923.1","LOC4351381"
"XM_015764922.2","LOC4351382"
"XM_015763423.2","LOC107277909"
"XM_015763421.2","LOC107277909"
"XM_026021875.1","LOC107278746"
"XM_015763509.2","LOC107279599"
"XM_015763510.2","LOC107279599"
"XM_015762855.2","LOC4351384"
"XM_015764489.2","LOC107277042"
"XM_026021868.1","LOC4351385"
"XM_015764487.2","LOC4351386"
"XM_015764486.2","LOC4351386"
"XM_015763629.2","LOC4351387"
"unassigned_transcript_568","TRNAA-UGC_7"
"XM_015764491.1","LOC4351389"
"XM_015763560.2","LOC107278415"
"XM_015763590.2","LOC4351390"
"XM_015763369.2","LOC4351391"
"XR_003239847.1","LOC9268755"
"XM_015763316.2","LOC9268755"
"XM_015763318.2","LOC9268755"
"XM_026021840.1","LOC9268755"
"XM_026021841.1","LOC9268755"
"XM_015763086.2","LOC4351392"
"XM_026022099.1","LOC107276556"
"XM_015763188.2","LOC4351393"
"XM_026022097.1","LOC4351393"
"XM_026022098.1","LOC4351393"
"XM_015763592.2","LOC4351394"
"XR_001541874.2","LOC107276049"
"XM_015763296.2","LOC107276049"
"XM_015763602.2","LOC4351396"
"XM_015763631.2","LOC9267687"
"unassigned_transcript_569","TRNAV-CAC_9"
"XM_015763002.2","LOC107277287"
"XM_015763004.2","LOC4351400"
"XM_015764871.2","LOC4351401"
"XM_026021975.1","LOC4351402"
"XM_026021974.1","LOC4351402"
"XM_015762905.1","LOC9272112"
"XM_015762906.2","LOC9272112"
"XM_015764128.2","LOC107276678"
"XR_001542313.2","LOC4351404"
"XM_015765130.1","LOC4351405"
"XR_003240002.1","LOC112937429"
"XM_015763632.1","LOC107276409"
"XR_001542273.2","LOC9271249"
"XR_001542271.2","LOC9271249"
"XR_001542272.2","LOC9271249"
"XR_001542269.2","LOC9271249"
"XR_001542268.2","LOC9271249"
"XR_001542270.2","LOC9271249"
"XR_001542267.2","LOC9271249"
"XM_015764984.1","LOC4351406"
"XM_015763506.2","LOC4351410"
"XM_015763633.1","LOC107279617"
"XM_015763871.2","LOC107278461"
"XM_026022078.1","LOC107278100"
"XM_015763637.2","LOC107275586"
"XM_015763452.2","LOC4351411"
"XM_015765294.2","LOC4351412"
"XM_015765293.2","LOC4351412"
"XM_015765220.2","LOC4351413"
"XM_015762768.2","LOC4351414"
"XM_015762757.2","LOC9266576"
"XM_015762756.2","LOC9271663"
"XM_015764371.2","LOC4351416"
"XR_003239909.1","LOC112937371"
"XM_015764377.2","LOC4351417"
"XM_015764374.2","LOC4351419"
"XM_015764373.2","LOC4351419"
"XM_015764375.2","LOC4351420"
"XM_015764376.2","LOC4351420"
"XM_015764372.2","LOC4351421"
"XR_001542131.2","LOC107279781"
"XR_003240192.1","LOC112937527"
"XM_015763008.2","LOC4351424"
"XM_015763014.2","LOC4351424"
"XM_015763012.2","LOC4351424"
"XM_015763010.2","LOC4351424"
"XM_015763013.2","LOC4351424"
"XM_015763009.2","LOC4351424"
"XM_026022264.1","LOC4351424"
"XR_001541688.2","LOC4351425"
"XR_001541689.2","LOC4351425"
"XM_015762581.2","LOC4351426"
"XM_015762837.2","LOC9270965"
"XM_015764311.2","LOC4351427"
"XM_015764310.2","LOC4351427"
"XM_015764309.2","LOC4351427"
"XM_015764320.2","LOC4351429"
"XM_015764319.2","LOC4351429"
"XM_015764321.2","LOC4351429"
"XM_015764322.2","LOC4351429"
"XM_026022183.1","LOC9266580"
"XM_015764308.2","LOC9266580"
"XR_003240066.1","LOC112937446"
"XR_003240065.1","LOC112937446"
"XR_003240064.1","LOC112937446"
"XM_026022185.1","LOC112937446"
"XM_026022184.1","LOC112937446"
"XM_026022187.1","LOC112937446"
"XM_026022186.1","LOC112937446"
"XM_015764318.2","LOC4351431"
"XM_015763939.2","LOC4351432"
"XM_015762847.1","LOC4351433"
"XM_015764484.2","LOC4351434"
"XM_026021878.1","LOC4351434"
"XM_015764485.2","LOC4351434"
"XM_015764482.2","LOC4351436"
"XM_026022079.1","LOC107278090"
"XM_015763465.2","LOC9268646"
"XM_015765182.2","LOC4351438"
"XM_015763640.2","LOC9268419"
"XM_015763381.2","LOC107277152"
"XM_026022081.1","LOC107279619"
"XM_026022282.1","LOC107276373"
"XM_015764006.2","LOC9270106"
"XM_026022281.1","LOC107278298"
"XM_015762826.2","LOC4351442"
"XM_015763643.1","LOC107275474"
"XM_015762827.2","LOC4351443"
"XM_015762828.2","LOC4351443"
"XM_015763691.2","LOC4351444"
"XM_015764244.2","LOC4351445"
"XM_026021989.1","LOC4351445"
"XM_015764247.2","LOC4351445"
"XM_015764248.2","LOC4351445"
"XM_015764246.2","LOC4351445"
"XM_015764249.2","LOC107279776"
"XM_015764250.2","LOC107279777"
"XM_015763300.2","LOC4351448"
"XM_015764995.2","LOC4351449"
"XM_015765178.2","LOC4351450"
"XM_015764707.2","LOC4351451"
"XR_001542221.2","LOC9266150"
"XM_015764708.2","LOC9266150"
"XM_015764709.2","LOC107277791"
"XM_015765273.2","LOC4351453"
"XM_015763395.2","LOC9267617"
"XR_001541978.2","LOC9269362"
"XM_015764146.2","LOC4351455"
"XM_015764139.2","LOC107276886"
"XM_015764140.2","LOC107277905"
"XM_015763645.2","LOC107275472"
"XM_015764138.2","LOC4351457"
"XM_015764132.2","LOC4351459"
"XM_026022052.1","LOC4351459"
"XM_026022053.1","LOC4351459"
"XM_015764133.2","LOC4351459"
"XM_015764134.2","LOC4351460"
"XM_015763646.1","LOC107276519"
"XM_015763647.1","LOC107275381"
"XM_015764136.2","LOC4351461"
"XM_015764144.1","LOC4351462"
"XM_015764143.2","LOC4351463"
"XM_015764135.2","LOC4351464"
"XM_015763648.2","LOC107275664"
"XM_026022082.1","LOC112937425"
"XM_015763649.1","LOC9271939"
"XR_001542277.2","LOC9267810"
"XM_015765005.2","LOC9267810"
"XM_015765006.2","LOC9270379"
"XM_026022054.1","LOC9270379"
"XM_015765008.2","LOC4351466"
"XM_015763650.1","LOC107279620"
"XM_015762969.2","LOC4351467"
"XM_015762971.2","LOC4351467"
"XM_015762972.2","LOC4351467"
"XM_015762970.2","LOC4351467"
"XM_026022055.1","LOC4351468"
"XR_001541871.2","LOC4351469"
"XM_015763268.2","LOC4351470"
"XM_015763339.2","LOC4351471"
"XM_015763340.2","LOC4351471"
"XM_015762983.2","LOC4351472"
"XM_015762981.2","LOC4351472"
"XM_015762982.2","LOC4351472"
"XM_015762692.1","LOC4351473"
"XM_015762691.2","LOC4351473"
"XM_015764193.2","LOC4351474"
"XM_015763651.1","LOC107275247"
"XR_001541993.2","LOC9269749"
"XR_001541994.2","LOC107279709"
"XM_015763899.2","LOC4351476"
"XM_015763898.2","LOC107279707"
"XM_015763897.2","LOC112936086"
"XM_026022227.1","LOC4351479"
"XR_001541992.2","LOC4351480"
"XM_015763900.2","LOC4351480"
"XM_026021857.1","LOC4351482"
"XM_015763500.2","LOC4351482"
"XM_015765052.2","LOC4351483"
"XM_015765053.2","LOC4351483"
"XM_015762967.2","LOC4351484"
"XR_001541922.1","LOC107279594"
"XR_001541921.1","LOC107279594"
"XM_015762992.2","LOC4351486"
"XM_026022189.1","LOC4351486"
"XM_015762993.2","LOC4351486"
"XM_026022188.1","LOC4351486"
"XM_015765092.2","LOC4351488"
"XM_015763478.2","LOC4351489"
"XM_015763653.1","LOC107279621"
"XM_015762854.2","LOC4351490"
"XM_015763134.2","LOC4351491"
"XM_015765098.2","LOC4351493"
"XM_015763110.2","LOC4351494"
"XM_015763109.2","LOC4351494"
"XM_015763108.2","LOC4351494"
"XM_026021953.1","LOC112937381"
"XM_015763610.2","LOC4351496"
"XR_003239957.1","LOC112937401"
"XR_003239958.1","LOC112937401"
"XM_026022283.1","LOC4351497"
"XM_015763145.2","LOC4351498"
"XM_015762722.2","LOC4351499"
"XM_015762962.2","LOC4351500"
"XM_026022309.1","LOC107275862"
"XM_015763656.1","LOC107276076"
"XM_026022084.1","LOC4351501"
"XM_015763270.2","LOC4351503"
"XM_015763551.2","LOC4351504"
"XM_026022232.1","LOC4351504"
"XM_015763591.2","LOC4351505"
"XM_015763077.2","LOC9266460"
"unassigned_transcript_570","TRNAA-AGC_19"
"XM_015763237.2","LOC4351508"
"XM_015763236.2","LOC4351509"
"XM_015764745.2","LOC4351510"
"XM_015764746.2","LOC4351510"
"XM_015764744.2","LOC4351511"
"XM_015762737.2","LOC4351513"
"XM_015763113.2","LOC4351514"
"XM_015764017.2","LOC4351515"
"XM_026021979.1","LOC9267623"
"XM_026022085.1","LOC112937426"
"XM_015765221.2","LOC4351517"
"XM_015765222.2","LOC4351518"
"XM_015764104.2","LOC107276805"
"XR_001541802.2","LOC4351519"
"XR_003240131.1","LOC4351519"
"XR_001541801.2","LOC4351519"
"XR_001541800.2","LOC4351519"
"XM_015763036.2","LOC4351520"
"XM_026021984.1","LOC4351521"
"XM_015763252.2","LOC4351521"
"XM_026021985.1","LOC4351522"
"XM_026022086.1","LOC107279623"
"XM_015764235.2","LOC4351524"
"XM_015764237.2","LOC4351525"
"XR_001542096.2","LOC4351526"
"XR_003239963.1","LOC4351526"
"XM_015764238.2","LOC4351526"
"XM_015764239.2","LOC4351526"
"XM_015764241.2","LOC4351526"
"XM_026021986.1","LOC4351526"
"XM_015764240.2","LOC4351526"
"XM_015764236.2","LOC4351527"
"XM_015763574.2","LOC4351528"
"XM_026021978.1","LOC107276293"
"XM_015764078.2","LOC4351529"
"XM_015763097.2","LOC9266859"
"XM_015763098.2","LOC107275923"
"XM_015763094.2","LOC107275251"
"XM_015763487.2","LOC4351532"
"XM_015765125.2","LOC4351533"
"XM_015765181.2","LOC4351534"
"XM_015765180.2","LOC4351534"
"XR_001542339.2","LOC107279809"
"XM_015765179.2","LOC4351535"
"XM_015764167.2","LOC4351537"
"XM_015764169.1","LOC112935992"
"XM_015764171.2","LOC4351538"
"XM_015764172.2","LOC4351539"
"XM_015764173.2","LOC4351540"
"XM_015764174.2","LOC4351541"
"XR_001542071.2","LOC4351542"
"XR_001542073.2","LOC4351542"
"XR_001542074.2","LOC4351542"
"XR_001542072.2","LOC4351542"
"XM_015764177.2","LOC4351542"
"XM_015764175.2","LOC4351542"
"unassigned_transcript_571","TRNAE-UUC_8"
"XM_015763658.1","LOC107279624"
"XM_015763489.2","LOC4351544"
"XM_015763955.1","LOC4351545"
"XM_026021883.1","LOC4351546"
"XM_015765185.2","LOC4351547"
"XM_015763662.2","LOC9266825"
"XM_015763394.2","LOC107275890"
"XR_003240038.1","LOC107277890"
"XR_003240042.1","LOC107277890"
"XR_003240040.1","LOC107277890"
"XR_003240043.1","LOC107277890"
"XR_003240044.1","LOC107277890"
"XR_003240037.1","LOC107277890"
"XR_003240045.1","LOC107277890"
"XR_003240046.1","LOC107277890"
"XR_003240048.1","LOC107277890"
"XR_003240039.1","LOC107277890"
"XR_003240047.1","LOC107277890"
"XR_003240041.1","LOC107277890"
"XM_026022166.1","LOC107277890"
"XM_015762668.2","LOC9268451"
"XM_015762704.1","LOC4351549"
"XM_015762703.2","LOC4351549"
"XM_015763996.2","LOC4351550"
"XM_015764000.2","LOC4351551"
"XM_015764005.2","LOC4351552"
"XM_015762792.2","LOC4351553"
"XM_015762791.2","LOC4351553"
"XM_015762793.2","LOC4351554"
"XM_015765263.2","LOC4351555"
"XM_015765265.2","LOC4351557"
"XR_003240096.1","LOC4351558"
"XM_026022224.1","LOC112936062"
"XM_026022225.1","LOC112936062"
"XR_001541787.2","LOC107277297"
"XM_015762727.2","LOC4351561"
"XM_015763462.2","LOC4351562"
"XM_015763927.2","LOC9270085"
"XM_015763999.2","LOC9272513"
"XR_001541955.2","LOC4351564"
"XR_003239873.1","LOC4351564"
"XR_003239876.1","LOC4351564"
"XR_003239872.1","LOC4351564"
"XR_003239874.1","LOC4351564"
"XR_003239869.1","LOC4351564"
"XR_003239875.1","LOC4351564"
"XR_003239870.1","LOC4351564"
"XR_003239871.1","LOC4351564"
"XM_015764439.2","LOC4351565"
"XM_015764440.2","LOC4351566"
"XM_015765324.2","LOC4351567"
"XM_015765323.2","LOC4351567"
"XM_015763477.2","LOC4351568"
"unassigned_transcript_572","TRNAP-AGG_9"
"XM_015763305.2","LOC4351570"
"XM_015763303.2","LOC4351570"
"XM_026022313.1","LOC4351570"
"XM_015763302.2","LOC4351570"
"XM_015762942.2","LOC4351571"
"XM_015763540.2","LOC4351572"
"XM_015765004.2","LOC4351573"
"XM_015762659.2","LOC4351575"
"XM_015762716.2","LOC4351576"
"XM_026022122.1","LOC4351577"
"XM_015762751.2","LOC4351578"
"XM_026021935.1","LOC4351579"
"XM_015762580.2","LOC4351580"
"XM_015763045.2","LOC4351581"
"XM_015764436.2","LOC4351582"
"XR_003239887.1","LOC4351583"
"XR_003239886.1","LOC4351583"
"XM_015764437.2","LOC4351583"
"XM_015763159.2","LOC4351584"
"XM_015763090.2","LOC4351585"
"XM_015765080.2","LOC4351586"
"XM_026021992.1","LOC4351586"
"XM_026021993.1","LOC4351586"
"XM_015765082.2","LOC4351586"
"XM_015762645.2","LOC4351587"
"XM_026022160.1","LOC4351587"
"XM_026022161.1","LOC4351587"
"XM_026022162.1","LOC4351587"
"XM_015764806.2","LOC4351588"
"XM_015764803.2","LOC4351589"
"XM_015764805.2","LOC4351589"
"XM_015764683.2","LOC4351590"
"XM_015763917.2","LOC4351591"
